"Question,OptionA,OptionB,OptionC,OptionD,OptionE,Correct Answer,Difficulty"
"Find the SYNONYMS: (TOY JUICE LARGE) | (SHIP CUP BIG),JUICE-BIG,LARGE-SHIP,JUICE-CUP,LARGE-BIG,TOY-SHIP,LARGE-BIG,Level 2"
"Find the SYNONYMS: (SKY SELECT KNIFE) | (WIND CHOOSE BRUSH),SELECT-CHOOSE,KNIFE-WIND,SELECT-BRUSH,SKY-BRUSH,KNIFE-CHOOSE,SELECT-CHOOSE,Level 1"
"Find the ANTONYMS: (ATTACK PAPER RADIO) | (ROPE DEFEND POCKET),PAPER-ROPE,RADIO-POCKET,PAPER-DEFEND,ATTACK-DEFEND,RADIO-DEFEND,ATTACK-DEFEND,Level 3"
"Find the SYNONYMS: (INSTANT RING STAIR) | (BANANA SOFA QUICK),INSTANT-SOFA,INSTANT-QUICK,STAIR-QUICK,STAIR-BANANA,STAIR-SOFA,INSTANT-QUICK,Level 3"
"Find the SYNONYMS: (BATH RIGHT SHOE) | (GRASS CORRECT WIRE),BATH-WIRE,BATH-GRASS,RIGHT-GRASS,RIGHT-CORRECT,SHOE-WIRE,RIGHT-CORRECT,Level 2"
"Find the SYNONYMS: (CHAIN QUAKE ROPE) | (GLUE SUN SHAKE),QUAKE-GLUE,QUAKE-SUN,QUAKE-SHAKE,CHAIN-SHAKE,CHAIN-SUN,QUAKE-SHAKE,Level 1"
"Find the SYNONYMS: (STONE BATH VOLUME) | (LEAF SIZE COFFEE),BATH-SIZE,VOLUME-SIZE,STONE-LEAF,BATH-LEAF,STONE-COFFEE,VOLUME-SIZE,Level 1"
"Find the ANTONYMS: (CONTINUE SINK SHOE) | (SUN GARDEN STOP),SHOE-STOP,CONTINUE-STOP,SINK-GARDEN,CONTINUE-GARDEN,SINK-SUN,CONTINUE-STOP,Level 2"
"Find the SYNONYMS: (COFFEE MIRROR REMARK) | (COMMENT BRUSH ROOF),REMARK-BRUSH,REMARK-COMMENT,COFFEE-ROOF,COFFEE-COMMENT,MIRROR-ROOF,REMARK-COMMENT,Level 2"
"Find the SYNONYMS: (PHONE SECURE PLASTIC) | (BATH KNIFE SAFE),PHONE-KNIFE,PHONE-BATH,SECURE-SAFE,PLASTIC-BATH,SECURE-KNIFE,SECURE-SAFE,Level 1"
"Find the ANTONYMS: (TABLE TOWEL ACCIDENTAL) | (STRING INTENTIONAL BUTTON),ACCIDENTAL-INTENTIONAL,TABLE-STRING,TOWEL-STRING,TABLE-BUTTON,TOWEL-INTENTIONAL,ACCIDENTAL-INTENTIONAL,Level 3"
"Find the SYNONYMS: (VACANT FOOT SHOE) | (KNIFE EMPTY CHALK),FOOT-KNIFE,VACANT-EMPTY,SHOE-KNIFE,FOOT-EMPTY,SHOE-EMPTY,VACANT-EMPTY,Level 3"
"Find the ANTONYMS: (LAMP GAIN SOUP) | (FLOWER LOSE GLUE),SOUP-FLOWER,SOUP-GLUE,GAIN-LOSE,LAMP-GLUE,SOUP-LOSE,GAIN-LOSE,Level 1"
"Find the ANTONYMS: (STAR FENCE BEAUTIFUL) | (ROOF UGLY SCHOOL),FENCE-SCHOOL,STAR-SCHOOL,STAR-ROOF,BEAUTIFUL-UGLY,STAR-UGLY,BEAUTIFUL-UGLY,Level 2"
"Find the SYNONYMS: (TEMPER PHONE HAT) | (HOUSE MOOD PLASTIC),PHONE-MOOD,TEMPER-MOOD,HAT-PLASTIC,PHONE-HOUSE,TEMPER-PLASTIC,TEMPER-MOOD,Level 1"
"Find the ANTONYMS: (ABOVE GARDEN BALL) | (BIRD BELOW TENT),ABOVE-BIRD,GARDEN-BIRD,GARDEN-TENT,ABOVE-BELOW,BALL-TENT,ABOVE-BELOW,Level 1"
"Find the SYNONYMS: (JUNGLE GATE PAPER) | (FOREST RICE HAND),GATE-RICE,PAPER-RICE,JUNGLE-HAND,GATE-HAND,JUNGLE-FOREST,JUNGLE-FOREST,Level 3"
"Find the SYNONYMS: (FORGIVE COMB ZOO) | (PARDON PLANE SNOW),ZOO-PARDON,COMB-SNOW,FORGIVE-PARDON,ZOO-SNOW,ZOO-PLANE,FORGIVE-PARDON,Level 1"
"Find the SYNONYMS: (CAR VALOR TOY) | (CITY BRAVERY STAIR),CAR-CITY,TOY-CITY,CAR-STAIR,VALOR-BRAVERY,VALOR-CITY,VALOR-BRAVERY,Level 1"
"Find the ANTONYMS: (ENEMY RIVER SHIRT) | (FRIEND ROPE WATCH),RIVER-ROPE,ENEMY-WATCH,RIVER-WATCH,ENEMY-FRIEND,RIVER-FRIEND,ENEMY-FRIEND,Level 3"
"Find the SYNONYMS: (FENCE LAMP THRIVE) | (FLOURISH TOWEL FLAG),THRIVE-TOWEL,THRIVE-FLOURISH,LAMP-FLAG,FENCE-FLAG,FENCE-FLOURISH,THRIVE-FLOURISH,Level 1"
"Find the SYNONYMS: (DOLL RAIN VISION) | (SIGHT HOUSE LAKE),RAIN-HOUSE,RAIN-LAKE,RAIN-SIGHT,VISION-SIGHT,DOLL-LAKE,VISION-SIGHT,Level 2"
"Find the ANTONYMS: (APPLE HOUSE FABULOUS) | (SKY TERRIBLE BIRD),FABULOUS-TERRIBLE,APPLE-TERRIBLE,FABULOUS-SKY,APPLE-BIRD,FABULOUS-BIRD,FABULOUS-TERRIBLE,Level 3"
"Find the ANTONYMS: (ADVANTAGE SOAP WALL) | (STAIR MIRROR DISADVANTAGE),SOAP-MIRROR,ADVANTAGE-MIRROR,WALL-STAIR,ADVANTAGE-DISADVANTAGE,SOAP-STAIR,ADVANTAGE-DISADVANTAGE,Level 3"
"Find the SYNONYMS: (BOX PARK WEARY) | (LOCK TIRED BIRD),BOX-BIRD,PARK-TIRED,BOX-LOCK,WEARY-TIRED,BOX-TIRED,WEARY-TIRED,Level 2"
"Find the SYNONYMS: (HURT SUN TRAIN) | (FORK DESK INJURE),SUN-FORK,HURT-DESK,SUN-INJURE,TRAIN-INJURE,HURT-INJURE,HURT-INJURE,Level 1"
"Find the SYNONYMS: (TINY TOWEL SPOON) | (SMALL CLOCK MIRROR),TOWEL-CLOCK,TOWEL-MIRROR,TINY-SMALL,SPOON-SMALL,TINY-CLOCK,TINY-SMALL,Level 1"
"Find the SYNONYMS: (TOWN STAR LOYAL) | (FAITHFUL INK ROPE),LOYAL-INK,STAR-INK,LOYAL-FAITHFUL,STAR-ROPE,TOWN-ROPE,LOYAL-FAITHFUL,Level 1"
"Find the SYNONYMS: (MOON STRONG LAMP) | (POWERFUL TEA BALL),STRONG-POWERFUL,LAMP-TEA,LAMP-BALL,MOON-BALL,STRONG-BALL,STRONG-POWERFUL,Level 2"
"Find the SYNONYMS: (LOCK SHARP TOWEL) | (KEEN NECK BOX),SHARP-BOX,TOWEL-BOX,LOCK-BOX,SHARP-KEEN,LOCK-KEEN,SHARP-KEEN,Level 3"
"Find the SYNONYMS: (FLAG STAR NEW) | (FRESH DOOR SHOE),NEW-FRESH,STAR-DOOR,FLAG-FRESH,FLAG-DOOR,NEW-DOOR,NEW-FRESH,Level 2"
"Find the SYNONYMS: (WINDOW QUIT BOARD) | (CHALK CLOCK STOP),WINDOW-CHALK,QUIT-STOP,WINDOW-CLOCK,BOARD-CHALK,BOARD-CLOCK,QUIT-STOP,Level 1"
"Find the ANTONYMS: (FORGIVE WATCH INK) | (ARM TOY BLAME),INK-BLAME,FORGIVE-TOY,WATCH-ARM,FORGIVE-BLAME,WATCH-BLAME,FORGIVE-BLAME,Level 2"
"Find the SYNONYMS: (SOCK UNLUCKY BUS) | (UNFORTUNATE GLASS KEY),BUS-UNFORTUNATE,SOCK-UNFORTUNATE,SOCK-GLASS,UNLUCKY-UNFORTUNATE,BUS-KEY,UNLUCKY-UNFORTUNATE,Level 2"
"Find the SYNONYMS: (TENT ZOO VALIANT) | (BRAVE APPLE MILK),ZOO-BRAVE,TENT-APPLE,VALIANT-MILK,TENT-MILK,VALIANT-BRAVE,VALIANT-BRAVE,Level 3"
"Find the ANTONYMS: (FOOT SHIRT DEATH) | (JUICE CITY LIFE),DEATH-JUICE,FOOT-CITY,SHIRT-CITY,SHIRT-LIFE,DEATH-LIFE,DEATH-LIFE,Level 2"
"Find the SYNONYMS: (SOCK CAKE SIZE) | (MAGNITUDE SILVER SHEET),CAKE-SHEET,SIZE-MAGNITUDE,SIZE-SHEET,SOCK-SILVER,SIZE-SILVER,SIZE-MAGNITUDE,Level 2"
"Find the SYNONYMS: (BED BALL DULL) | (TOWN CHAIN BLUNT),BED-BLUNT,BED-CHAIN,BALL-BLUNT,DULL-BLUNT,BALL-TOWN,DULL-BLUNT,Level 1"
"Find the ANTONYMS: (INK COMB FREQUENT) | (FARM DOLL RARE),COMB-FARM,INK-DOLL,FREQUENT-DOLL,COMB-RARE,FREQUENT-RARE,FREQUENT-RARE,Level 1"
"Find the SYNONYMS: (JUICE PARTICULAR FLOWER) | (DOOR BED SPECIFIC),FLOWER-SPECIFIC,FLOWER-BED,JUICE-DOOR,PARTICULAR-SPECIFIC,JUICE-SPECIFIC,PARTICULAR-SPECIFIC,Level 2"
"Find the ANTONYMS: (LAMP FALL FENCE) | (HILL RISE GATE),FALL-RISE,FENCE-GATE,FALL-GATE,LAMP-RISE,LAMP-HILL,FALL-RISE,Level 3"
"Find the SYNONYMS: (MOUNTAIN SOLITARY CLOCK) | (LONE STREET GRASS),SOLITARY-LONE,CLOCK-LONE,CLOCK-STREET,MOUNTAIN-STREET,CLOCK-GRASS,SOLITARY-LONE,Level 3"
"Find the ANTONYMS: (TRAIN ZOO ECONOMICAL) | (TOWEL DESK WASTEFUL),TRAIN-DESK,ZOO-WASTEFUL,ECONOMICAL-TOWEL,ECONOMICAL-WASTEFUL,ZOO-TOWEL,ECONOMICAL-WASTEFUL,Level 2"
"Find the SYNONYMS: (URGE PHONE BLANKET) | (PRESS CHAIN EYE),URGE-PRESS,URGE-EYE,BLANKET-EYE,BLANKET-PRESS,PHONE-PRESS,URGE-PRESS,Level 3"
"Find the SYNONYMS: (PILLOW IMPORTANT TRAIN) | (BOOK VITAL SNOW),IMPORTANT-SNOW,PILLOW-BOOK,IMPORTANT-VITAL,TRAIN-BOOK,PILLOW-VITAL,IMPORTANT-VITAL,Level 3"
"Find the ANTONYMS: (SOFA CUP FRAGRANT) | (STINKY RADIO SHEET),FRAGRANT-RADIO,FRAGRANT-STINKY,CUP-SHEET,CUP-STINKY,CUP-RADIO,FRAGRANT-STINKY,Level 1"
"Find the ANTONYMS: (FOOLISH MEAT GAME) | (WISE INK PLASTIC),FOOLISH-WISE,GAME-INK,MEAT-WISE,MEAT-INK,GAME-WISE,FOOLISH-WISE,Level 1"
"Find the ANTONYMS: (FLOAT SILVER ARM) | (RICE BOAT SINK),FLOAT-RICE,ARM-SINK,SILVER-SINK,SILVER-BOAT,FLOAT-SINK,FLOAT-SINK,Level 1"
"Find the ANTONYMS: (TREE PILLOW ENTRANCE) | (BOARD SHIRT EXIT),ENTRANCE-BOARD,ENTRANCE-SHIRT,PILLOW-BOARD,ENTRANCE-EXIT,PILLOW-EXIT,ENTRANCE-EXIT,Level 3"
"Find the SYNONYMS: (WEAK LAMP GRASS) | (FEEBLE DOOR INK),LAMP-FEEBLE,WEAK-FEEBLE,LAMP-DOOR,GRASS-DOOR,GRASS-FEEBLE,WEAK-FEEBLE,Level 3"
"Find the ANTONYMS: (DIFFICULT NECK HOUSE) | (ZIP APPLE EASY),DIFFICULT-EASY,DIFFICULT-APPLE,HOUSE-ZIP,HOUSE-APPLE,HOUSE-EASY,DIFFICULT-EASY,Level 2"
"Find the ANTONYMS: (CHEAP WINDOW BLANKET) | (EXPENSIVE EGG PAINT),WINDOW-PAINT,BLANKET-PAINT,CHEAP-EGG,CHEAP-PAINT,CHEAP-EXPENSIVE,CHEAP-EXPENSIVE,Level 3"
"Find the SYNONYMS: (PLATE SNOW HURRY) | (RAIN RUSH STONE),HURRY-RUSH,HURRY-RAIN,PLATE-STONE,HURRY-STONE,PLATE-RAIN,HURRY-RUSH,Level 2"
"Find the ANTONYMS: (CHANGE CEILING SAND) | (REMAIN GAME JUICE),CHANGE-REMAIN,SAND-JUICE,SAND-GAME,SAND-REMAIN,CEILING-JUICE,CHANGE-REMAIN,Level 1"
"Find the ANTONYMS: (GIANT HOUSE SHEET) | (GLUE TREE DWARF),HOUSE-DWARF,GIANT-GLUE,SHEET-DWARF,SHEET-TREE,GIANT-DWARF,GIANT-DWARF,Level 1"
"Find the SYNONYMS: (YOUNG MAP BOOK) | (YOUTHFUL CAR SHEET),BOOK-SHEET,YOUNG-YOUTHFUL,YOUNG-CAR,MAP-CAR,BOOK-CAR,YOUNG-YOUTHFUL,Level 1"
"Find the ANTONYMS: (PAINT BANANA EVERY) | (WIND LOCK NONE),EVERY-NONE,BANANA-WIND,PAINT-LOCK,EVERY-LOCK,BANANA-LOCK,EVERY-NONE,Level 3"
"Find the SYNONYMS: (COMB TOY SOLVE) | (ANSWER RADIO BUTTON),TOY-RADIO,COMB-BUTTON,COMB-ANSWER,TOY-ANSWER,SOLVE-ANSWER,SOLVE-ANSWER,Level 1"
"Find the ANTONYMS: (DEFEND KNIFE SHEET) | (ATTACK BELT CHAIN),SHEET-BELT,SHEET-ATTACK,SHEET-CHAIN,DEFEND-ATTACK,KNIFE-BELT,DEFEND-ATTACK,Level 2"
"Find the SYNONYMS: (STAR FISH WRAP) | (TOWN COVER BRUSH),WRAP-BRUSH,WRAP-COVER,WRAP-TOWN,FISH-BRUSH,FISH-COVER,WRAP-COVER,Level 2"
"Find the ANTONYMS: (EYE HAND EXTREME) | (WATCH SHEET MODERATE),HAND-WATCH,EYE-WATCH,EXTREME-WATCH,EXTREME-MODERATE,EYE-MODERATE,EXTREME-MODERATE,Level 3"
"Find the ANTONYMS: (LOCK BRICK GLORY) | (SHEET SHAME GOLD),LOCK-SHAME,GLORY-SHAME,GLORY-GOLD,GLORY-SHEET,BRICK-SHAME,GLORY-SHAME,Level 3"
"Find the SYNONYMS: (TEA STEP ROPE) | (DOLL SPOON PACE),ROPE-DOLL,STEP-DOLL,STEP-PACE,STEP-SPOON,TEA-DOLL,STEP-PACE,Level 2"
"Find the SYNONYMS: (NEAT CITY LEG) | (TIDY COMB TOWN),NEAT-COMB,NEAT-TIDY,LEG-TIDY,CITY-TOWN,NEAT-TOWN,NEAT-TIDY,Level 3"
"Find the ANTONYMS: (KNIFE BIG CAT) | (SMALL BUS HAT),BIG-SMALL,CAT-HAT,BIG-HAT,CAT-BUS,KNIFE-SMALL,BIG-SMALL,Level 2"
"Find the SYNONYMS: (SNOW THINK TOWEL) | (CONSIDER PENCIL CUP),SNOW-PENCIL,SNOW-CONSIDER,THINK-CUP,THINK-CONSIDER,THINK-PENCIL,THINK-CONSIDER,Level 3"
"Find the SYNONYMS: (TUBE CITY YIELD) | (SURRENDER LAKE BREAD),YIELD-SURRENDER,TUBE-SURRENDER,CITY-SURRENDER,YIELD-LAKE,TUBE-BREAD,YIELD-SURRENDER,Level 1"
"Find the ANTONYMS: (GATHER SHOE GAME) | (WIRE PLANE SCATTER),GATHER-SCATTER,GATHER-PLANE,SHOE-SCATTER,SHOE-WIRE,GAME-SCATTER,GATHER-SCATTER,Level 3"
"Find the SYNONYMS: (DESK STUBBORN SOFA) | (PAINT OBSTINATE CHAIN),DESK-OBSTINATE,DESK-CHAIN,STUBBORN-OBSTINATE,STUBBORN-PAINT,SOFA-CHAIN,STUBBORN-OBSTINATE,Level 3"
"Find the SYNONYMS: (LOCK SILENT FOOT) | (LAKE MILK QUIET),LOCK-LAKE,SILENT-QUIET,LOCK-MILK,SILENT-LAKE,LOCK-QUIET,SILENT-QUIET,Level 1"
"Find the SYNONYMS: (HAIR ORDINARY ROAD) | (CAT SILVER NORMAL),HAIR-CAT,HAIR-SILVER,ORDINARY-NORMAL,ROAD-CAT,HAIR-NORMAL,ORDINARY-NORMAL,Level 3"
"Find the ANTONYMS: (MIRROR COMPLIMENT CLOUD) | (FLAG INSULT CUP),MIRROR-FLAG,COMPLIMENT-INSULT,CLOUD-CUP,CLOUD-INSULT,MIRROR-CUP,COMPLIMENT-INSULT,Level 1"
"Find the ANTONYMS: (TABLE ABLE CAR) | (FLOWER HAT UNABLE),ABLE-UNABLE,ABLE-FLOWER,TABLE-HAT,CAR-FLOWER,ABLE-HAT,ABLE-UNABLE,Level 2"
"Find the ANTONYMS: (TREE FIERCE WIRE) | (GENTLE RICE TABLE),WIRE-TABLE,TREE-TABLE,TREE-GENTLE,FIERCE-GENTLE,WIRE-GENTLE,FIERCE-GENTLE,Level 1"
"Find the ANTONYMS: (ROAD HOUSE BLAME) | (PRAISE GAME MOUNTAIN),BLAME-PRAISE,ROAD-MOUNTAIN,HOUSE-PRAISE,ROAD-PRAISE,ROAD-GAME,BLAME-PRAISE,Level 3"
"Find the ANTONYMS: (FORK FINE HEAD) | (COMB STAR COARSE),FINE-COARSE,HEAD-COARSE,FORK-COARSE,FORK-STAR,FORK-COMB,FINE-COARSE,Level 3"
"Find the SYNONYMS: (SINK SEEK GARDEN) | (HEAD SHEET SEARCH),SINK-SEARCH,SEEK-SEARCH,SINK-HEAD,SINK-SHEET,GARDEN-SHEET,SEEK-SEARCH,Level 1"
"Find the ANTONYMS: (STRING EXCESS ROOF) | (MOON SHORTAGE SCHOOL),EXCESS-MOON,EXCESS-SHORTAGE,EXCESS-SCHOOL,STRING-MOON,STRING-SHORTAGE,EXCESS-SHORTAGE,Level 3"
"Find the ANTONYMS: (TOWEL EYE DRUNK) | (SOBER PILLOW BLANKET),DRUNK-SOBER,EYE-PILLOW,EYE-BLANKET,EYE-SOBER,TOWEL-SOBER,DRUNK-SOBER,Level 1"
"Find the SYNONYMS: (TREE VILE INK) | (SHIP WICKED EYE),INK-SHIP,INK-WICKED,VILE-WICKED,TREE-EYE,VILE-EYE,VILE-WICKED,Level 2"
"Find the ANTONYMS: (SOUP BLESS BATH) | (RAIN CURSE SHIP),SOUP-CURSE,BLESS-CURSE,BATH-RAIN,BLESS-SHIP,SOUP-RAIN,BLESS-CURSE,Level 1"
"Find the SYNONYMS: (RICH PARK FISH) | (SOCK TRAIN WEALTHY),FISH-SOCK,RICH-WEALTHY,PARK-SOCK,PARK-TRAIN,RICH-SOCK,RICH-WEALTHY,Level 2"
"Find the SYNONYMS: (WIDE SILVER HAT) | (BROAD BOOK SHIP),WIDE-BOOK,HAT-BROAD,WIDE-BROAD,HAT-SHIP,SILVER-SHIP,WIDE-BROAD,Level 3"
"Find the SYNONYMS: (WINDOW POCKET SURPRISE) | (ASTONISH CHAIR TRAIN),WINDOW-TRAIN,SURPRISE-ASTONISH,POCKET-CHAIR,WINDOW-ASTONISH,SURPRISE-TRAIN,SURPRISE-ASTONISH,Level 3"
"Find the SYNONYMS: (WITHSTAND FISH BIRD) | (HILL WIND RESIST),FISH-RESIST,FISH-HILL,WITHSTAND-RESIST,BIRD-HILL,WITHSTAND-HILL,WITHSTAND-RESIST,Level 1"
"Find the SYNONYMS: (EYE MAP HOLLOW) | (PILLOW PLASTIC EMPTY),EYE-PILLOW,EYE-EMPTY,HOLLOW-PILLOW,MAP-PILLOW,HOLLOW-EMPTY,HOLLOW-EMPTY,Level 1"
"Find the SYNONYMS: (SUGGEST BED ZOO) | (SHOE PROPOSE WIND),ZOO-SHOE,BED-WIND,BED-PROPOSE,ZOO-PROPOSE,SUGGEST-PROPOSE,SUGGEST-PROPOSE,Level 3"
"Find the ANTONYMS: (TEA FORMER TABLE) | (LATTER INK POCKET),TEA-INK,TABLE-POCKET,TABLE-LATTER,FORMER-LATTER,TEA-LATTER,FORMER-LATTER,Level 2"
